date,price,highest,lowest,final,ratio,,updown,amount,total,cratio,personal,company,foreigners,foreign,program,foreign_ratio
4/5/2016,1299000.00,1299000.00,1260000.00,1260000.00,▼,-45000.00,-3.45,235999.00,301064.00,0.00,34288.00,5752.00,0.00,-81358.00,-34356.00,49.51
4/4/2016,1279000.00,1305000.00,1279000.00,1305000.00,▲,26000.00,2.03,188046.00,243653.00,0.00,-12443.00,-51871.00,26405.00,14875.00,12905.00,49.51
4/1/2016,1299000.00,1309000.00,1271000.00,1279000.00,▼,-33000.00,-2.52,271156.00,349861.00,0.00,157.00,28806.00,-75473.00,-79755.00,-43098.00,49.49
3/31/2016,1306000.00,1314000.00,1298000.00,1312000.00,▲,4000.00,0.31,382615.00,500181.00,0.00,-18949.00,-418.00,-39391.00,-87222.00,56684.00,49.55
3/30/2016,1310000.00,1321000.00,1302000.00,1308000.00,▲,18000.00,1.40,267605.00,350605.00,0.00,-32600.00,14729.00,-39225.00,-29036.00,-17610.00,49.57
3/29/2016,1294000.00,1300000.00,1285000.00,1290000.00,▼,-4000.00,-0.31,172454.00,222854.00,0.00,-16752.00,-11583.00,-5878.00,10719.00,-47531.00,49.60
3/28/2016,1288000.00,1300000.00,1288000.00,1294000.00,▲,6000.00,0.47,121218.00,156896.00,0.00,-26089.00,-8671.00,-12425.00,-5940.00,3596.00,49.60
3/25/2016,1283000.00,1290000.00,1278000.00,1288000.00,▲,6000.00,0.47,143446.00,184539.00,0.00,-30147.00,-10881.00,5849.00,267.00,-10675.00,49.61
3/24/2016,1279000.00,1290000.00,1266000.00,1282000.00,▲,3000.00,0.23,218795.00,280495.00,0.00,-29085.00,-13079.00,-6569.00,3840.00,10303.00,49.61
3/23/2016,1269000.00,1279000.00,1262000.00,1279000.00,▲,10000.00,0.79,197418.00,251145.00,0.00,-23229.00,-20508.00,14599.00,11846.00,6897.00,49.61
3/22/2016,1267000.00,1279000.00,1262000.00,1269000.00,▲,2000.00,0.16,202872.00,257254.00,0.00,-7252.00,-33847.00,-5279.00,14757.00,-27307.00,49.60
3/21/2016,1274000.00,1279000.00,1258000.00,1267000.00,▼,-6000.00,-0.47,181170.00,229721.00,0.00,935.00,-42185.00,-5907.00,6796.00,-24496.00,49.61
3/18/2016,1278000.00,1278000.00,1263000.00,1273000.00,▲,10000.00,0.79,225314.00,286244.00,0.01,-2358.00,-61756.00,33559.00,61271.00,10945.00,49.61
3/17/2016,1265000.00,1296000.00,1257000.00,1263000.00,▲,7000.00,0.56,246869.00,315157.00,0.00,-26606.00,-32050.00,38286.00,40066.00,64420.00,49.59
3/16/2016,1256000.00,1263000.00,1253000.00,1256000.00,▲,3000.00,0.24,146856.00,184670.00,0.01,-4906.00,11642.00,-30091.00,-33365.00,16966.00,49.56
3/15/2016,1255000.00,1264000.00,1246000.00,1253000.00,▼,-2000.00,-0.16,172808.00,217076.00,0.01,-9742.00,3231.00,-36776.00,-27370.00,-29235.00,49.58
3/14/2016,1267000.00,1273000.00,1249000.00,1255000.00,▲,6000.00,0.48,217154.00,274199.00,0.01,-27311.00,12669.00,-8590.00,-5034.00,230.00,49.61
3/11/2016,1225000.00,1253000.00,1216000.00,1249000.00,▲,24000.00,1.96,267225.00,331888.00,0.01,-47101.00,-13934.00,14431.00,45888.00,16557.00,49.61
3/10/2016,1208000.00,1236000.00,1201000.00,1225000.00,▲,31000.00,2.60,283540.00,346840.00,0.01,-63019.00,-91633.00,113170.00,100855.00,75316.00,49.60
3/9/2016,1188000.00,1199000.00,1177000.00,1194000.00,▲,2000.00,0.17,183380.00,217551.00,0.01,4137.00,-27235.00,-26270.00,-21173.00,40585.00,49.52
3/8/2016,1223000.00,1224000.00,1186000.00,1192000.00,▼,-31000.00,-2.53,216202.00,259516.00,0.01,15924.00,-2878.00,-55025.00,-45089.00,8607.00,49.54
3/7/2016,1220000.00,1231000.00,1215000.00,1223000.00,▲,8000.00,0.66,131376.00,160439.00,0.01,-17264.00,-27940.00,4209.00,-3773.00,7504.00,49.58
3/4/2016,1220000.00,1228000.00,1202000.00,1215000.00,▼,-5000.00,-0.41,201490.00,245612.00,0.01,-16179.00,-23861.00,6935.00,-23776.00,26602.00,49.58
3/3/2016,1213000.00,1220000.00,1202000.00,1220000.00,▲,23000.00,1.92,218991.00,265285.00,0.02,-26411.00,-56337.00,40891.00,13143.00,46905.00,49.57
3/2/2016,1200000.00,1207000.00,1196000.00,1197000.00,▲,19000.00,1.61,236372.00,283853.00,0.02,-33789.00,-27888.00,20476.00,16268.00,48518.00,49.54
2/29/2016,1179000.00,1194000.00,1176000.00,1178000.00,▲,6000.00,0.51,288680.00,341731.00,0.02,-18050.00,-58728.00,26998.00,29354.00,9993.00,49.53
2/26/2016,1180000.00,1187000.00,1172000.00,1172000.00,▼,-7000.00,-0.59,177344.00,208864.00,0.02,2482.00,-40950.00,1776.00,-479.00,-14152.00,49.51
2/25/2016,1172000.00,1187000.00,1172000.00,1179000.00,▲,7000.00,0.60,133635.00,157669.00,0.02,-10489.00,-3914.00,-29913.00,-39654.00,16883.00,49.51
2/24/2016,1178000.00,1179000.00,1161000.00,1172000.00,▼,-9000.00,-0.76,140484.00,164927.00,0.02,2108.00,-17166.00,-29063.00,-33313.00,10310.00,49.53
2/23/2016,1179000.00,1189000.00,1173000.00,1181000.00,▲,6000.00,0.51,147674.00,174272.00,0.02,-6301.00,-27469.00,-23781.00,-26156.00,18026.00,49.55
2/22/2016,1190000.00,1192000.00,1166000.00,1175000.00,▼,-15000.00,-1.26,174899.00,206059.00,0.02,5943.00,-33032.00,-5107.00,-26698.00,-13454.00,49.57
2/19/2016,1187000.00,1195000.00,1174000.00,1190000.00,▲,3000.00,0.25,176852.00,209456.00,0.02,-6761.00,-27990.00,-20297.00,-386.00,-34472.00,49.57
2/18/2016,1203000.00,1203000.00,1178000.00,1187000.00,▲,2000.00,0.17,222481.00,264666.00,0.02,-4257.00,15128.00,-58603.00,-64121.00,49508.00,49.59
2/17/2016,1179000.00,1201000.00,1169000.00,1185000.00,▲,17000.00,1.46,246062.00,291221.00,0.02,-36611.00,4489.00,-19637.00,-39169.00,84162.00,49.63
2/16/2016,1158000.00,1179000.00,1157000.00,1168000.00,▲,14000.00,1.21,180401.00,211309.00,0.02,-22836.00,-15244.00,-6710.00,38185.00,50026.00,49.64
2/15/2016,1154000.00,1160000.00,1144000.00,1154000.00,▲,24000.00,2.12,183146.00,210957.00,0.02,-9223.00,4316.00,-19049.00,10.00,37328.00,49.64
2/12/2016,1130000.00,1151000.00,1122000.00,1130000.00, ,0.00,0.00,256232.00,292031.00,0.02,-24298.00,38415.00,-54555.00,-59079.00,39419.00,49.66
2/11/2016,1118000.00,1137000.00,1118000.00,1130000.00,▼,-34000.00,-2.92,305262.00,344361.00,0.02,20052.00,6897.00,-61958.00,-46027.00,49323.00,49.69
2/5/2016,1156000.00,1169000.00,1156000.00,1164000.00,▲,8000.00,0.69,188094.00,218895.00,0.02,-14882.00,-20251.00,4342.00,16860.00,3068.00,49.74
2/4/2016,1150000.00,1161000.00,1148000.00,1156000.00,▲,10000.00,0.87,247959.00,286553.00,0.02,-7446.00,283.00,-9807.00,-17480.00,48826.00,49.73
2/3/2016,1150000.00,1152000.00,1137000.00,1146000.00,▼,-10000.00,-0.87,174507.00,200071.00,0.02,89.00,-31740.00,-10610.00,-21250.00,-7540.00,49.74
2/2/2016,1161000.00,1166000.00,1147000.00,1156000.00,▼,-7000.00,-0.60,166348.00,192886.00,0.02,-15652.00,-27279.00,-7379.00,-2143.00,30649.00,49.75
2/1/2016,1152000.00,1163000.00,1151000.00,1163000.00,▲,13000.00,1.13,259979.00,300759.00,0.02,-15654.00,-60256.00,38742.00,65170.00,57970.00,49.75
1/29/2016,1140000.00,1150000.00,1116000.00,1150000.00,▲,5000.00,0.44,436983.00,496469.00,0.02,4241.00,-18445.00,-18058.00,-2184.00,-38368.00,49.73
1/28/2016,1164000.00,1168000.00,1139000.00,1145000.00,▼,-30000.00,-2.55,315912.00,362256.00,0.02,54462.00,-81545.00,15072.00,12509.00,8332.00,48.99
1/27/2016,1126000.00,1175000.00,1126000.00,1175000.00,▲,38000.00,3.34,276237.00,318786.00,0.02,-11346.00,38118.00,909.00,-28740.00,17799.00,48.98
1/26/2016,1155000.00,1157000.00,1136000.00,1137000.00,▼,-25000.00,-2.15,152399.00,174094.00,0.02,18106.00,2030.00,5570.00,-10627.00,-2458.00,48.98
1/25/2016,1172000.00,1176000.00,1156000.00,1162000.00,▼,-6000.00,-0.51,159913.00,186209.00,0.02,9134.00,30938.00,-42282.00,-35303.00,29099.00,48.97
1/22/2016,1145000.00,1168000.00,1145000.00,1168000.00,▲,37000.00,3.27,147528.00,170995.00,0.02,-23847.00,40537.00,-15564.00,-14848.00,23790.00,49.00
1/21/2016,1133000.00,1155000.00,1125000.00,1131000.00,▼,-7000.00,-0.62,190352.00,217068.00,0.02,4581.00,51690.00,-86074.00,-35988.00,-6316.00,49.01
1/20/2016,1160000.00,1160000.00,1132000.00,1138000.00,▼,-33000.00,-2.82,167052.00,191107.00,0.02,18067.00,7863.00,-47713.00,-19110.00,-38450.00,49.07
1/19/2016,1128000.00,1171000.00,1128000.00,1171000.00,▲,45000.00,4.00,207242.00,238812.00,0.02,-24821.00,-19997.00,40626.00,-1242.00,20215.00,49.10
1/18/2016,1088000.00,1133000.00,1088000.00,1126000.00,▼,-6000.00,-0.53,320214.00,357082.00,0.02,10151.00,31433.00,-53928.00,-52925.00,-59933.00,49.07
1/15/2016,1140000.00,1152000.00,1124000.00,1132000.00,▼,-6000.00,-0.53,209464.00,238139.00,0.02,9916.00,1349.00,-10635.00,-19713.00,-32769.00,49.11
1/14/2016,1131000.00,1142000.00,1131000.00,1138000.00,▼,-10000.00,-0.87,209022.00,237187.00,0.02,12363.00,16442.00,-33860.00,-19988.00,-65362.00,49.12
1/13/2016,1153000.00,1159000.00,1148000.00,1148000.00,▲,2000.00,0.17,143316.00,165119.00,0.02,4177.00,8410.00,-16943.00,-10795.00,-22775.00,49.14
1/12/2016,1148000.00,1166000.00,1144000.00,1146000.00,▼,-6000.00,-0.52,206283.00,237948.00,0.02,17557.00,-11452.00,-56059.00,-33208.00,-53842.00,49.15
1/11/2016,1156000.00,1166000.00,1146000.00,1152000.00,▼,-19000.00,-1.62,241277.00,278631.00,0.02,6928.00,27198.00,-97280.00,-70614.00,-47216.00,49.19
1/8/2016,1163000.00,1186000.00,1163000.00,1171000.00,▲,8000.00,0.69,257763.00,301861.00,0.02,6347.00,15806.00,-36042.00,-49597.00,22637.00,49.26
1/7/2016,1166000.00,1183000.00,1151000.00,1163000.00,▼,-12000.00,-1.02,282388.00,329336.00,0.02,34275.00,-13307.00,-61678.00,-44322.00,-18290.00,49.28
1/6/2016,1208000.00,1208000.00,1168000.00,1175000.00,▼,-33000.00,-2.73,366752.00,433569.00,0.02,57074.00,-21984.00,-29658.00,-50402.00,-51457.00,49.32
1/5/2016,1202000.00,1218000.00,1186000.00,1208000.00,▲,3000.00,0.25,216002.00,260737.00,0.01,11156.00,-14965.00,-5778.00,-21517.00,-24970.00,49.34
1/4/2016,1260000.00,1260000.00,1205000.00,1205000.00,▼,-55000.00,-4.37,306939.00,375331.00,0.01,86474.00,-56273.00,-61874.00,-66030.00,-115236.00,49.35
12/30/2015,1260000.00,1272000.00,1254000.00,1260000.00,▲,6000.00,0.48,203958.00,257149.00,0.00,-1251.00,-44324.00,2893.00,6344.00,-73948.00,49.39
12/29/2015,1265000.00,1266000.00,1241000.00,1254000.00,▼,-12000.00,-0.95,232944.00,291929.00,0.00,34794.00,-38733.00,-57508.00,-7371.00,-93061.00,49.39
12/28/2015,1285000.00,1289000.00,1266000.00,1266000.00,▼,-19000.00,-1.48,227230.00,289386.00,0.01,-39904.00,11088.00,4134.00,6357.00,5789.00,49.43
12/24/2015,1295000.00,1300000.00,1285000.00,1285000.00,▼,-10000.00,-0.77,156151.00,202301.00,0.01,-46158.00,53403.00,-57937.00,-26810.00,28286.00,49.42
12/23/2015,1292000.00,1299000.00,1282000.00,1295000.00,▲,3000.00,0.23,207148.00,268005.00,0.01,-39265.00,49468.00,-43157.00,-32341.00,25180.00,49.46
12/22/2015,1280000.00,1292000.00,1267000.00,1292000.00,▲,12000.00,0.94,206192.00,263854.00,0.01,-23772.00,1910.00,-19100.00,4973.00,17700.00,49.49
12/21/2015,1278000.00,1285000.00,1261000.00,1280000.00,▲,2000.00,0.16,160466.00,204489.00,0.00,712.00,-106.00,-74571.00,-10468.00,3061.00,49.50
12/18/2015,1265000.00,1288000.00,1264000.00,1278000.00,▼,-12000.00,-0.93,168369.00,215064.00,0.00,-1896.00,-3913.00,-28714.00,-26372.00,-7668.00,49.56
12/17/2015,1301000.00,1308000.00,1275000.00,1290000.00,▼,-9000.00,-0.69,174677.00,225424.00,0.00,6618.00,24315.00,-65407.00,-38970.00,-39120.00,49.57
12/16/2015,1278000.00,1310000.00,1278000.00,1299000.00,▲,22000.00,1.72,207962.00,270166.00,0.00,-50324.00,67639.00,-48221.00,-39545.00,56029.00,49.62
12/15/2015,1261000.00,1280000.00,1260000.00,1277000.00,▲,16000.00,1.27,175494.00,223089.00,0.01,-16393.00,40350.00,-97628.00,-57830.00,-16105.00,49.65
12/14/2015,1273000.00,1273000.00,1255000.00,1261000.00,▼,-23000.00,-1.79,222801.00,281972.00,0.01,-10695.00,56117.00,-118739.00,-76441.00,-57814.00,49.72
12/11/2015,1283000.00,1295000.00,1272000.00,1284000.00,▲,1000.00,0.08,206729.00,265731.00,0.01,-22016.00,16871.00,-75986.00,-40981.00,-16869.00,49.80
12/10/2015,1263000.00,1293000.00,1263000.00,1283000.00,▲,20000.00,1.58,303867.00,389146.00,0.01,4853.00,38849.00,-89949.00,-62702.00,34604.00,49.85
12/9/2015,1262000.00,1275000.00,1262000.00,1263000.00,▲,1000.00,0.08,181812.00,230276.00,0.01,-4721.00,26390.00,-76308.00,-72418.00,-15527.00,49.91
12/8/2015,1262000.00,1272000.00,1262000.00,1262000.00, ,0.00,0.00,138322.00,174914.00,0.01,-4408.00,-10516.00,-32526.00,-30940.00,-19740.00,49.96
12/7/2015,1269000.00,1275000.00,1262000.00,1262000.00,▼,-7000.00,-0.55,196107.00,248641.00,0.00,10212.00,1660.00,-59991.00,-46731.00,-20250.00,49.99
12/4/2015,1275000.00,1280000.00,1267000.00,1269000.00,▼,-21000.00,-1.63,192711.00,245142.00,0.00,23666.00,-7996.00,-79097.00,-49770.00,-51435.00,50.03
12/3/2015,1295000.00,1297000.00,1286000.00,1290000.00,▼,-10000.00,-0.77,166695.00,215155.00,0.00,9519.00,-25388.00,-41762.00,-21763.00,-39693.00,50.08
12/2/2015,1321000.00,1322000.00,1294000.00,1300000.00,▼,-21000.00,-1.59,229628.00,300784.00,0.01,2317.00,-9599.00,-210362.00,-70791.00,-72940.00,50.11
12/1/2015,1294000.00,1322000.00,1288000.00,1321000.00,▲,37000.00,2.88,252113.00,330169.00,0.00,-22296.00,-11289.00,130344.00,37206.00,8420.00,50.25
11/30/2015,1325000.00,1325000.00,1284000.00,1284000.00,▼,-43000.00,-3.24,534006.00,688592.00,0.00,26790.00,70479.00,-152865.00,-133213.00,-197849.00,50.16
11/27/2015,1345000.00,1349000.00,1327000.00,1327000.00,▼,-8000.00,-0.60,169854.00,227251.00,0.00,-12865.00,-22200.00,-65089.00,-43908.00,-35523.00,50.27
11/26/2015,1299000.00,1340000.00,1299000.00,1335000.00,▲,36000.00,2.77,185800.00,246735.00,0.00,-31136.00,4305.00,4150.00,-11391.00,-4638.00,50.31
11/25/2015,1300000.00,1310000.00,1299000.00,1299000.00, ,0.00,0.00,142627.00,186008.00,0.00,-7578.00,20768.00,-64952.00,-47716.00,-25431.00,50.31
11/24/2015,1282000.00,1305000.00,1282000.00,1299000.00,▲,17000.00,1.33,159560.00,206163.00,0.00,-12301.00,27314.00,-27847.00,-38662.00,-210.00,50.35
11/23/2015,1285000.00,1302000.00,1281000.00,1282000.00,▼,-3000.00,-0.23,198820.00,256507.00,0.00,-2345.00,11356.00,-61999.00,-59428.00,-24215.00,50.37
11/20/2015,1289000.00,1296000.00,1278000.00,1285000.00,▼,-4000.00,-0.31,168720.00,217411.00,0.00,-1812.00,3829.00,-70468.00,-58445.00,-9932.00,50.41
11/19/2015,1290000.00,1290000.00,1271000.00,1289000.00,▲,8000.00,0.62,192850.00,247670.00,0.00,-1000.00,-1711.00,-65136.00,-64864.00,-1520.00,50.46
11/18/2015,1272000.00,1290000.00,1272000.00,1281000.00,▲,11000.00,0.87,167735.00,214991.00,0.01,-6393.00,-23615.00,1832.00,-16507.00,-18318.00,50.50
11/17/2015,1275000.00,1290000.00,1270000.00,1270000.00,▲,7000.00,0.55,186184.00,237976.00,0.00,5124.00,-14793.00,-12687.00,-7564.00,-17484.00,50.50
11/16/2015,1291000.00,1291000.00,1263000.00,1263000.00,▼,-37000.00,-2.85,275705.00,350628.00,0.00,1681.00,5002.00,-50825.00,-41046.00,3793.00,50.51
11/13/2015,1317000.00,1317000.00,1300000.00,1300000.00,▼,-17000.00,-1.29,177677.00,232616.00,0.00,-9635.00,-8006.00,-37741.00,-41782.00,11359.00,50.55
11/12/2015,1333000.00,1334000.00,1317000.00,1317000.00,▼,-16000.00,-1.20,157417.00,208970.00,0.01,4209.00,-11375.00,-59030.00,-45136.00,-28723.00,50.57
11/11/2015,1321000.00,1345000.00,1321000.00,1333000.00,▲,12000.00,0.91,140449.00,186950.00,0.00,-9685.00,2336.00,-18216.00,-15290.00,-1206.00,50.61
11/10/2015,1336000.00,1341000.00,1314000.00,1321000.00,▼,-23000.00,-1.71,197551.00,262593.00,0.01,-5949.00,-22405.00,-27860.00,-26136.00,-2055.00,50.62
11/9/2015,1338000.00,1344000.00,1321000.00,1344000.00,▲,6000.00,0.45,185661.00,247965.00,0.01,-20610.00,-24134.00,-10708.00,-12779.00,-12008.00,50.64
11/6/2015,1343000.00,1348000.00,1330000.00,1338000.00,▼,-4000.00,-0.30,164322.00,220139.00,0.01,-6791.00,-11890.00,-34363.00,-30487.00,-33539.00,50.65
11/5/2015,1330000.00,1354000.00,1330000.00,1342000.00,▲,12000.00,0.90,173042.00,232025.00,0.01,-17727.00,-25632.00,19305.00,2957.00,43824.00,50.67
11/4/2015,1352000.00,1361000.00,1326000.00,1330000.00,▼,-22000.00,-1.63,281070.00,376504.00,0.01,6948.00,-41284.00,-9166.00,-14644.00,11987.00,50.66
11/3/2015,1381000.00,1381000.00,1350000.00,1352000.00,▼,-31000.00,-2.24,301840.00,412698.00,0.01,2436.00,-6260.00,-54747.00,-33060.00,-22036.00,50.67
11/2/2015,1385000.00,1393000.00,1374000.00,1383000.00,▲,11000.00,0.80,386546.00,534842.00,0.02,-13891.00,-63461.00,54594.00,40052.00,-60422.00,50.70
10/30/2015,1345000.00,1390000.00,1341000.00,1372000.00,▲,47000.00,3.55,509385.00,696485.00,0.02,-67739.00,-7318.00,64591.00,22921.00,59366.00,50.67
10/29/2015,1330000.00,1392000.00,1324000.00,1325000.00,▲,17000.00,1.30,630471.00,851291.00,0.01,-55908.00,-27899.00,92314.00,22246.00,39341.00,50.62
10/28/2015,1294000.00,1308000.00,1291000.00,1308000.00,▲,10000.00,0.77,271303.00,352959.00,0.01,-15534.00,93269.00,-75868.00,-12247.00,-39350.00,50.56
10/27/2015,1282000.00,1299000.00,1281000.00,1298000.00,▲,6000.00,0.46,132241.00,171108.00,0.01,-17696.00,27307.00,-27999.00,7894.00,-2143.00,50.61
10/26/2015,1298000.00,1298000.00,1272000.00,1292000.00,▲,3000.00,0.23,152165.00,195789.00,0.02,-9128.00,12465.00,-1208.00,-5305.00,26820.00,50.63
10/23/2015,1300000.00,1300000.00,1278000.00,1289000.00,▲,9000.00,0.70,263071.00,339561.00,0.02,-28690.00,64502.00,-38453.00,-7610.00,15614.00,50.63
10/22/2015,1280000.00,1295000.00,1269000.00,1280000.00,▲,10000.00,0.79,230673.00,295541.00,0.02,-13048.00,72575.00,-48116.00,-18285.00,-8574.00,50.66
10/21/2015,1265000.00,1282000.00,1259000.00,1270000.00,▲,4000.00,0.32,139567.00,177599.00,0.02,-19106.00,29005.00,-12976.00,9607.00,21273.00,50.69
10/20/2015,1260000.00,1273000.00,1256000.00,1266000.00,▲,10000.00,0.80,150347.00,190408.00,0.02,-15736.00,31683.00,-37009.00,-14951.00,29378.00,50.70
10/19/2015,1257000.00,1265000.00,1249000.00,1256000.00,▼,-9000.00,-0.71,117070.00,147113.00,0.02,-5955.00,22897.00,-23579.00,-3230.00,38430.00,50.73
10/16/2015,1265000.00,1269000.00,1259000.00,1265000.00,▼,-4000.00,-0.32,143968.00,181976.00,0.02,-4015.00,36789.00,-68777.00,-35442.00,4177.00,50.74
10/15/2015,1244000.00,1282000.00,1243000.00,1269000.00,▲,15000.00,1.20,248503.00,316552.00,0.02,-32092.00,68773.00,-36880.00,-16255.00,62013.00,50.79
10/14/2015,1248000.00,1260000.00,1237000.00,1254000.00,▲,2000.00,0.16,175051.00,218549.00,0.02,-7731.00,40007.00,-25627.00,-32707.00,-17710.00,50.81
10/13/2015,1260000.00,1272000.00,1248000.00,1252000.00,▼,-8000.00,-0.63,198000.00,248520.00,0.02,-13740.00,44575.00,-26841.00,-30875.00,69303.00,50.83
10/12/2015,1260000.00,1263000.00,1247000.00,1260000.00,▼,-10000.00,-0.79,378974.00,476484.00,0.03,-30045.00,35608.00,-24566.00,40356.00,14071.00,50.85
10/8/2015,1250000.00,1279000.00,1250000.00,1270000.00,▲,19000.00,1.52,570677.00,720360.00,0.05,-115726.00,-31562.00,144974.00,120363.00,-3811.00,50.87
10/7/2015,1198000.00,1252000.00,1186000.00,1251000.00,▲,100000.00,8.69,799502.00,975338.00,0.04,-227760.00,71101.00,167661.00,213550.00,-58057.00,50.77
10/6/2015,1130000.00,1155000.00,1127000.00,1151000.00,▲,36000.00,3.23,382987.00,438863.00,0.04,-45493.00,66222.00,-26307.00,-26255.00,-4026.00,50.65
10/5/2015,1119000.00,1131000.00,1115000.00,1115000.00,▼,-4000.00,-0.36,241935.00,271768.00,0.04,22158.00,31358.00,-54183.00,-45739.00,6058.00,50.67
10/2/2015,1112000.00,1133000.00,1112000.00,1119000.00,▼,-15000.00,-1.32,274302.00,307616.00,0.04,24816.00,42374.00,-70719.00,-56646.00,-101014.00,50.71
10/1/2015,1140000.00,1145000.00,1121000.00,1134000.00, ,0.00,0.00,241041.00,273837.00,0.04,-9002.00,17593.00,-21078.00,35081.00,-44750.00,50.76
9/30/2015,1100000.00,1134000.00,1090000.00,1134000.00,▲,22000.00,1.98,458936.00,513150.00,0.04,-9063.00,-9764.00,13633.00,19957.00,-5243.00,50.77
9/25/2015,1120000.00,1125000.00,1109000.00,1112000.00,▼,-14000.00,-1.24,209160.00,233005.00,0.04,39100.00,31876.00,-72744.00,-75908.00,-26949.00,50.76
9/24/2015,1126000.00,1135000.00,1125000.00,1126000.00,▼,-5000.00,-0.44,132721.00,149901.00,0.04,9914.00,26678.00,-46290.00,-41627.00,-28623.00,50.81
9/23/2015,1144000.00,1144000.00,1125000.00,1131000.00,▼,-14000.00,-1.22,197649.00,224129.00,0.03,11864.00,38901.00,-54228.00,-32515.00,-24783.00,50.84
9/22/2015,1143000.00,1150000.00,1130000.00,1145000.00,▼,-5000.00,-0.43,250675.00,285925.00,0.03,27966.00,50332.00,-81152.00,-10694.00,26782.00,50.88
9/21/2015,1163000.00,1173000.00,1150000.00,1150000.00,▼,-40000.00,-3.36,205359.00,237871.00,0.03,57746.00,4231.00,-51753.00,-17870.00,-15971.00,50.93
9/18/2015,1145000.00,1192000.00,1135000.00,1190000.00,▲,33000.00,2.85,436270.00,511386.00,0.03,-48866.00,4324.00,50296.00,76923.00,958.00,50.97
9/17/2015,1153000.00,1157000.00,1144000.00,1157000.00,▲,5000.00,0.43,273960.00,315682.00,0.04,-14627.00,44289.00,-29408.00,10776.00,10508.00,50.93
9/16/2015,1121000.00,1157000.00,1121000.00,1152000.00,▲,29000.00,2.58,343763.00,393730.00,0.04,-57167.00,81108.00,-24135.00,29033.00,19155.00,50.95
9/15/2015,1114000.00,1128000.00,1113000.00,1123000.00,▼,-1000.00,-0.09,232956.00,261232.00,0.04,67.00,55661.00,-38228.00,-8739.00,-35527.00,50.97
9/14/2015,1120000.00,1124000.00,1110000.00,1124000.00,▲,9000.00,0.81,167073.00,186737.00,0.04,-4188.00,8489.00,-3586.00,-9661.00,21198.00,51.00
9/11/2015,1126000.00,1133000.00,1115000.00,1115000.00,▼,-19000.00,-1.68,204167.00,229170.00,0.04,29572.00,-8037.00,-12078.00,-24443.00,-8748.00,51.00
9/10/2015,1130000.00,1139000.00,1118000.00,1134000.00,▼,-13000.00,-1.13,362568.00,409926.00,0.04,15154.00,84930.00,-91737.00,-76933.00,74440.00,51.01
9/9/2015,1146000.00,1147000.00,1136000.00,1147000.00,▲,16000.00,1.41,259376.00,291481.00,0.04,-16659.00,86089.00,-75318.00,-41655.00,16846.00,51.07
9/8/2015,1113000.00,1136000.00,1106000.00,1131000.00,▲,19000.00,1.71,182330.00,205218.00,0.04,-14833.00,11736.00,681.00,-8291.00,-7841.00,51.12
9/7/2015,1129000.00,1129000.00,1105000.00,1112000.00,▼,-17000.00,-1.51,191805.00,213584.00,0.04,4022.00,45058.00,-66242.00,-56457.00,-55693.00,51.12
9/4/2015,1144000.00,1144000.00,1118000.00,1129000.00,▲,7000.00,0.62,251734.00,284639.00,0.04,-38969.00,3545.00,23552.00,30818.00,1410.00,51.17
9/3/2015,1102000.00,1123000.00,1093000.00,1122000.00,▲,32000.00,2.94,305142.00,339788.00,0.05,-36964.00,3871.00,45857.00,70723.00,-22860.00,51.15
9/2/2015,1069000.00,1095000.00,1065000.00,1090000.00,▲,5000.00,0.46,312683.00,339068.00,0.05,-32375.00,16322.00,28027.00,-12447.00,3137.00,51.12
9/1/2015,1089000.00,1098000.00,1081000.00,1085000.00,▼,-4000.00,-0.37,240372.00,261756.00,0.07,-6975.00,-43365.00,54777.00,55122.00,-41917.00,51.10
8/31/2015,1071000.00,1089000.00,1052000.00,1089000.00,▲,8000.00,0.74,408309.00,438213.00,0.06,-11451.00,-3031.00,18306.00,30316.00,543.00,51.06
8/28/2015,1086000.00,1086000.00,1073000.00,1081000.00,▲,14000.00,1.31,462223.00,499056.00,0.04,37719.00,22881.00,-81685.00,-51341.00,-23036.00,51.05
8/27/2015,1082000.00,1086000.00,1063000.00,1067000.00, ,0.00,0.00,495388.00,530987.00,0.06,72316.00,53848.00,-109701.00,-86537.00,-26033.00,51.10
8/26/2015,1068000.00,1074000.00,1050000.00,1067000.00,▼,-12000.00,-1.11,558952.00,593539.00,0.04,101814.00,109785.00,-242982.00,-194238.00,-116362.00,51.18
8/25/2015,1079000.00,1107000.00,1067000.00,1079000.00, ,0.00,0.00,392519.00,426736.00,0.04,91138.00,-6420.00,-102018.00,-85326.00,-45057.00,51.34
8/24/2015,1088000.00,1115000.00,1033000.00,1079000.00,▼,-22000.00,-2.00,448592.00,482172.00,0.03,61792.00,65262.00,-131384.00,-131527.00,-99376.00,51.41
8/21/2015,1099000.00,1128000.00,1096000.00,1101000.00,▼,-38000.00,-3.34,408851.00,453472.00,0.03,21187.00,118086.00,-147990.00,-129023.00,352.00,51.50
8/20/2015,1163000.00,1171000.00,1130000.00,1139000.00,▼,-15000.00,-1.30,216119.00,248647.00,0.04,26813.00,12638.00,-41703.00,-38388.00,-41455.00,51.60
8/19/2015,1169000.00,1176000.00,1141000.00,1154000.00,▲,23000.00,2.03,401415.00,466219.00,0.04,-60765.00,-72031.00,131146.00,78525.00,13316.00,51.63
