date,price,highest,lowest,final,ratio,,updown,amount,total,cratio,personal,company,foreigners,foreign,program,foreign_ratio
2/14/2013,1490000.00,1494000.00,1477000.00,1490000.00,▲,3000.00,0.20,150682.00,223988.00,0.04,-11777.00,-2067.00,2432.00,-2446.00,25386.00,50.31
2/13/2013,1474000.00,1489000.00,1456000.00,1487000.00,▲,19000.00,1.29,184181.00,272155.00,0.04,-41235.00,25964.00,16302.00,12909.00,28896.00,50.30
2/12/2013,1484000.00,1484000.00,1459000.00,1468000.00,▲,6000.00,0.41,168395.00,247901.00,0.04,-20999.00,-30595.00,51703.00,52887.00,-46745.00,50.29
2/8/2013,1418000.00,1470000.00,1415000.00,1462000.00,▲,42000.00,2.96,268477.00,389597.00,0.04,-65455.00,16003.00,40592.00,41949.00,31369.00,50.26
2/7/2013,1439000.00,1439000.00,1420000.00,1420000.00,▼,-7000.00,-0.49,194422.00,277152.00,0.04,14280.00,-13442.00,-1072.00,-5389.00,-3549.00,50.23
2/6/2013,1440000.00,1443000.00,1427000.00,1427000.00,▼,-8000.00,-0.56,137943.00,197881.00,0.04,19316.00,-1238.00,-26857.00,-3956.00,-38417.00,50.23
2/5/2013,1415000.00,1443000.00,1414000.00,1435000.00,▼,-2000.00,-0.14,227762.00,325658.00,0.04,-10884.00,-39093.00,98231.00,7653.00,39231.00,50.25
2/4/2013,1450000.00,1453000.00,1417000.00,1437000.00,▼,-4000.00,-0.28,257238.00,368744.00,0.04,14901.00,-38547.00,10323.00,-9240.00,5544.00,50.18
2/1/2013,1460000.00,1460000.00,1422000.00,1441000.00,▼,-7000.00,-0.48,231524.00,333162.00,0.05,-9371.00,-9694.00,19100.00,41124.00,-4452.00,50.18
1/31/2013,1430000.00,1448000.00,1422000.00,1448000.00,▲,8000.00,0.56,321056.00,462219.00,0.05,-34148.00,-5122.00,71515.00,46831.00,-14245.00,50.16
1/30/2013,1426000.00,1440000.00,1412000.00,1440000.00,▲,31000.00,2.20,323848.00,462989.00,0.05,-53048.00,-17217.00,95809.00,75812.00,26536.00,50.11
1/29/2013,1390000.00,1418000.00,1380000.00,1409000.00,▲,37000.00,2.70,432719.00,606650.00,0.04,-38311.00,41067.00,31395.00,-17439.00,16106.00,50.05
1/28/2013,1396000.00,1401000.00,1371000.00,1372000.00,▼,-45000.00,-3.18,618708.00,853834.00,0.04,135489.00,89494.00,-330712.00,-207445.00,-53912.00,50.03
1/25/2013,1460000.00,1461000.00,1405000.00,1417000.00,▼,-36000.00,-2.48,436418.00,621242.00,0.03,109399.00,-12847.00,-106129.00,-116928.00,13319.00,50.25
1/24/2013,1468000.00,1469000.00,1441000.00,1453000.00,▼,-20000.00,-1.36,320146.00,465112.00,0.03,78649.00,-3439.00,-77019.00,-76679.00,-20545.00,50.32
1/23/2013,1500000.00,1502000.00,1473000.00,1473000.00,▼,-7000.00,-0.47,186749.00,277536.00,0.04,3028.00,-33803.00,30932.00,15208.00,-15801.00,50.38
1/22/2013,1445000.00,1487000.00,1445000.00,1480000.00,▲,26000.00,1.79,239166.00,352235.00,0.03,-24383.00,43266.00,-29139.00,-36014.00,-19254.00,50.36
1/21/2013,1464000.00,1475000.00,1448000.00,1454000.00,▼,-26000.00,-1.76,290784.00,423519.00,0.03,52084.00,6211.00,-59613.00,-85721.00,43603.00,50.38
1/18/2013,1480000.00,1487000.00,1455000.00,1480000.00,▲,11000.00,0.75,250601.00,368980.00,0.03,9093.00,-31590.00,12642.00,-29388.00,31458.00,50.42
1/17/2013,1502000.00,1502000.00,1450000.00,1469000.00,▼,-23000.00,-1.54,404999.00,593971.00,0.03,71453.00,-1238.00,-50001.00,-54642.00,-74043.00,50.41
1/16/2013,1514000.00,1526000.00,1483000.00,1492000.00,▼,-20000.00,-1.32,325058.00,487359.00,0.02,80339.00,-46464.00,-25938.00,-20386.00,-33472.00,50.44
1/15/2013,1560000.00,1560000.00,1512000.00,1512000.00,▼,-40000.00,-2.58,214769.00,327596.00,0.03,50996.00,-17949.00,-35487.00,2363.00,-47915.00,50.46
1/14/2013,1539000.00,1552000.00,1528000.00,1552000.00,▲,19000.00,1.24,160602.00,247582.00,0.03,-34025.00,8535.00,29291.00,20548.00,44098.00,50.48
1/11/2013,1548000.00,1548000.00,1507000.00,1533000.00,▲,3000.00,0.20,238982.00,366330.00,0.03,6737.00,-44438.00,45660.00,14238.00,-15650.00,50.46
1/10/2013,1515000.00,1534000.00,1500000.00,1530000.00,▲,30000.00,2.00,293482.00,446455.00,0.03,-28616.00,-4126.00,34689.00,42783.00,-1553.00,50.43
1/9/2013,1500000.00,1513000.00,1491000.00,1500000.00, ,0.00,0.00,253720.00,380272.00,0.03,43602.00,-25399.00,-21470.00,-51171.00,-14156.00,50.41
1/8/2013,1513000.00,1517000.00,1498000.00,1500000.00,▼,-20000.00,-1.32,276757.00,416203.00,0.02,69512.00,-9074.00,-54478.00,-64735.00,-6214.00,50.42
1/7/2013,1515000.00,1528000.00,1500000.00,1520000.00,▼,-5000.00,-0.33,252436.00,381988.00,0.02,43480.00,2793.00,-56954.00,-31350.00,22793.00,50.46
1/4/2013,1540000.00,1542000.00,1510000.00,1525000.00,▼,-18000.00,-1.17,260120.00,395254.00,0.02,49277.00,-10272.00,-8633.00,-51274.00,85139.00,50.50
1/3/2013,1582000.00,1584000.00,1543000.00,1543000.00,▼,-33000.00,-2.09,284927.00,443088.00,0.02,28402.00,-28420.00,80211.00,-15261.00,42970.00,50.50
1/2/2013,1533000.00,1576000.00,1527000.00,1576000.00,▲,54000.00,3.55,229274.00,355970.00,0.02,-46459.00,-26735.00,71494.00,74304.00,53501.00,50.45
12/28/2012,1488000.00,1530000.00,1487000.00,1522000.00,▲,26000.00,1.74,212266.00,321895.00,0.02,-20918.00,81.00,23075.00,31316.00,-10017.00,50.40
12/27/2012,1470000.00,1500000.00,1470000.00,1496000.00,▲,26000.00,1.77,182909.00,271655.00,0.02,23337.00,8337.00,-33227.00,-29998.00,8931.00,50.38
12/26/2012,1480000.00,1503000.00,1470000.00,1470000.00,▼,-4000.00,-0.27,281820.00,419442.00,0.02,-71662.00,34164.00,35508.00,45094.00,83478.00,50.40
12/24/2012,1448000.00,1476000.00,1442000.00,1474000.00,▲,32000.00,2.22,290702.00,425307.00,0.02,-70522.00,14854.00,42249.00,33464.00,76072.00,50.38
12/21/2012,1493000.00,1496000.00,1440000.00,1442000.00,▼,-61000.00,-4.06,553510.00,806584.00,0.02,83704.00,-6648.00,-123160.00,-36548.00,22717.00,50.35
12/20/2012,1515000.00,1529000.00,1495000.00,1503000.00,▼,-12000.00,-0.79,402740.00,605602.00,0.02,17756.00,15663.00,-23308.00,295.00,124502.00,50.43
12/18/2012,1500000.00,1516000.00,1495000.00,1515000.00,▲,12000.00,0.80,271247.00,408052.00,0.02,-2058.00,-22656.00,29602.00,7788.00,52951.00,50.45
12/17/2012,1501000.00,1524000.00,1497000.00,1503000.00,▼,-12000.00,-0.79,310372.00,467459.00,0.02,12383.00,-8646.00,-14215.00,-14195.00,63236.00,50.43
12/14/2012,1516000.00,1536000.00,1508000.00,1515000.00,▼,-18000.00,-1.17,279121.00,424319.00,0.02,17714.00,19236.00,-109480.00,-42581.00,36193.00,50.44
12/13/2012,1500000.00,1533000.00,1493000.00,1533000.00,▲,43000.00,2.89,614229.00,935799.00,0.02,-101765.00,-23777.00,126512.00,22795.00,183230.00,50.51
12/12/2012,1473000.00,1496000.00,1473000.00,1490000.00,▲,14000.00,0.95,304949.00,453017.00,0.02,-12572.00,13280.00,-10358.00,669.00,42880.00,50.43
12/11/2012,1498000.00,1498000.00,1469000.00,1476000.00,▼,-15000.00,-1.01,253294.00,374673.00,0.02,19929.00,-9060.00,-10101.00,-12080.00,2140.00,50.43
12/10/2012,1506000.00,1506000.00,1485000.00,1491000.00,▲,11000.00,0.74,261259.00,390796.00,0.02,-4297.00,-56294.00,61539.00,63820.00,29369.00,50.44
12/7/2012,1450000.00,1498000.00,1450000.00,1480000.00,▲,26000.00,1.79,317756.00,470102.00,0.02,-48453.00,-27022.00,72821.00,84822.00,48551.00,50.40
12/6/2012,1468000.00,1471000.00,1434000.00,1454000.00,▼,-1000.00,-0.07,285144.00,413834.00,0.02,-2753.00,-30137.00,29681.00,39055.00,-48647.00,50.35
12/5/2012,1430000.00,1455000.00,1427000.00,1455000.00,▲,25000.00,1.75,248894.00,359475.00,0.02,-36557.00,-10693.00,53308.00,58695.00,23501.00,50.33
12/4/2012,1432000.00,1434000.00,1420000.00,1430000.00, ,0.00,0.00,190213.00,271625.00,0.02,-99.00,-31188.00,31190.00,32246.00,31858.00,50.29
12/3/2012,1420000.00,1436000.00,1408000.00,1430000.00,▲,24000.00,1.71,204572.00,291530.00,0.02,-8734.00,-33041.00,47269.00,41671.00,16104.00,50.27
11/30/2012,1423000.00,1425000.00,1399000.00,1406000.00,▼,-8000.00,-0.57,328810.00,463675.00,0.02,19279.00,18821.00,-37084.00,-28650.00,-2013.00,50.24
11/29/2012,1402000.00,1422000.00,1402000.00,1414000.00,▲,1000.00,0.07,262256.00,369664.00,0.02,18484.00,30329.00,-48005.00,-59808.00,43554.00,50.27
11/28/2012,1400000.00,1438000.00,1396000.00,1413000.00,▼,-3000.00,-0.21,281426.00,398596.00,0.02,15128.00,34664.00,-50907.00,-45548.00,-46873.00,50.30
11/27/2012,1405000.00,1428000.00,1404000.00,1416000.00,▲,12000.00,0.85,236884.00,335854.00,0.02,-12677.00,46834.00,-39689.00,-14053.00,29502.00,50.33
11/26/2012,1442000.00,1443000.00,1399000.00,1404000.00,▼,-33000.00,-2.30,275155.00,389430.00,0.02,27131.00,11707.00,-58360.00,-21676.00,14099.00,50.36
11/23/2012,1422000.00,1442000.00,1417000.00,1437000.00,▲,20000.00,1.41,246769.00,352998.00,0.02,-44710.00,-19833.00,65027.00,36971.00,15923.00,50.40
11/22/2012,1394000.00,1419000.00,1391000.00,1417000.00,▲,33000.00,2.38,299318.00,421723.00,0.02,-87898.00,93286.00,-37953.00,2229.00,38729.00,50.35
11/21/2012,1376000.00,1397000.00,1372000.00,1384000.00,▲,20000.00,1.47,355901.00,491917.00,0.02,-82753.00,17203.00,66404.00,47089.00,39699.00,50.38
11/20/2012,1353000.00,1365000.00,1346000.00,1364000.00,▲,32000.00,2.40,268586.00,364680.00,0.02,-94489.00,33373.00,73021.00,57360.00,2212.00,50.34
11/19/2012,1315000.00,1342000.00,1313000.00,1332000.00,▲,25000.00,1.91,202837.00,270085.00,0.02,-21255.00,45769.00,-29615.00,-29953.00,57319.00,50.29
11/16/2012,1322000.00,1326000.00,1301000.00,1307000.00,▼,-24000.00,-1.80,243724.00,319935.00,0.02,50567.00,28486.00,-86739.00,-58865.00,7391.00,50.31
11/15/2012,1335000.00,1338000.00,1326000.00,1331000.00,▼,-24000.00,-1.77,199259.00,265218.00,0.02,16877.00,34281.00,-53177.00,-41052.00,-31925.00,50.36
11/14/2012,1357000.00,1357000.00,1346000.00,1355000.00,▲,6000.00,0.44,208828.00,282336.00,0.03,-33148.00,28795.00,-4219.00,-13549.00,22741.00,50.40
11/13/2012,1347000.00,1349000.00,1326000.00,1349000.00,▲,4000.00,0.30,146594.00,195994.00,0.03,-6619.00,7993.00,-2081.00,2259.00,8392.00,50.40
11/12/2012,1331000.00,1347000.00,1331000.00,1345000.00,▲,4000.00,0.30,139213.00,186682.00,0.02,-6755.00,54885.00,-44106.00,-34456.00,4318.00,50.41
11/9/2012,1335000.00,1351000.00,1326000.00,1341000.00,▼,-9000.00,-0.67,291124.00,389829.00,0.02,13569.00,12513.00,-29594.00,-97358.00,-33050.00,50.44
11/8/2012,1348000.00,1357000.00,1341000.00,1350000.00,▼,-12000.00,-0.88,306862.00,414267.00,0.03,-9243.00,-27775.00,34673.00,-68287.00,-47225.00,50.46
11/7/2012,1343000.00,1362000.00,1335000.00,1362000.00,▲,13000.00,0.96,193847.00,261559.00,0.03,-30287.00,-2495.00,36175.00,28085.00,-10656.00,50.43
11/6/2012,1349000.00,1349000.00,1332000.00,1349000.00,▲,8000.00,0.60,179690.00,241309.00,0.03,-8735.00,29210.00,-31048.00,-34055.00,-12613.00,50.41
11/5/2012,1328000.00,1349000.00,1320000.00,1341000.00,▲,14000.00,1.06,261413.00,350766.00,0.03,-59297.00,62996.00,-2082.00,-17984.00,23650.00,50.43
11/2/2012,1319000.00,1333000.00,1313000.00,1327000.00,▲,30000.00,2.31,370592.00,491034.00,0.03,-80464.00,109723.00,-24505.00,-37313.00,27124.00,50.43
11/1/2012,1295000.00,1302000.00,1290000.00,1297000.00,▼,-13000.00,-0.99,209205.00,271170.00,0.03,15552.00,-5744.00,-9907.00,-28061.00,19565.00,50.45
10/31/2012,1306000.00,1312000.00,1299000.00,1310000.00,▲,12000.00,0.92,212428.00,277551.00,0.03,-28652.00,57051.00,-32102.00,-48834.00,25818.00,50.45
10/30/2012,1299000.00,1304000.00,1292000.00,1298000.00,▼,-1000.00,-0.08,133300.00,173068.00,0.03,-4092.00,3665.00,-9109.00,277.00,24216.00,50.47
10/29/2012,1298000.00,1299000.00,1279000.00,1299000.00,▲,12000.00,0.93,229431.00,295667.00,0.04,7260.00,71128.00,-90666.00,-79165.00,72084.00,50.48
10/26/2012,1306000.00,1312000.00,1287000.00,1287000.00,▼,-35000.00,-2.65,276353.00,358070.00,0.03,48258.00,39388.00,-79967.00,-90149.00,4272.00,50.54
10/25/2012,1296000.00,1322000.00,1291000.00,1322000.00,▲,22000.00,1.69,237942.00,310998.00,0.03,-12712.00,-8772.00,19360.00,13529.00,-26385.00,50.60
10/24/2012,1297000.00,1309000.00,1289000.00,1300000.00,▼,-13000.00,-0.99,269753.00,350387.00,0.03,26921.00,44852.00,-72952.00,-58175.00,30362.00,50.58
10/23/2012,1319000.00,1322000.00,1302000.00,1313000.00,▼,-2000.00,-0.15,185296.00,243696.00,0.03,-17037.00,3555.00,15540.00,14851.00,-26605.00,50.63
10/22/2012,1277000.00,1317000.00,1276000.00,1315000.00,▲,13000.00,1.00,234884.00,305214.00,0.02,-140.00,10008.00,-10340.00,-16868.00,8870.00,50.62
10/19/2012,1323000.00,1325000.00,1299000.00,1302000.00,▼,-35000.00,-2.62,279959.00,366663.00,0.03,32899.00,47085.00,-79984.00,-84474.00,17534.00,50.63
10/18/2012,1336000.00,1341000.00,1328000.00,1337000.00,▲,1000.00,0.07,210796.00,281405.00,0.03,-17215.00,6431.00,21339.00,20432.00,42027.00,50.68
10/17/2012,1342000.00,1346000.00,1316000.00,1336000.00,▲,6000.00,0.45,180461.00,240888.00,0.03,-13841.00,-4663.00,19973.00,42959.00,-6569.00,50.67
10/16/2012,1326000.00,1331000.00,1315000.00,1330000.00,▲,30000.00,2.31,213589.00,282996.00,0.03,-30483.00,-2208.00,31521.00,17184.00,2690.00,50.66
10/15/2012,1296000.00,1312000.00,1287000.00,1300000.00,▲,4000.00,0.31,206958.00,269560.00,0.03,-24051.00,24473.00,-4862.00,-9433.00,38939.00,50.63
10/12/2012,1305000.00,1312000.00,1288000.00,1296000.00,▼,-8000.00,-0.61,300039.00,388459.00,0.02,41070.00,40535.00,-87314.00,-88978.00,640.00,50.64
10/11/2012,1310000.00,1320000.00,1287000.00,1304000.00,▼,-21000.00,-1.58,476265.00,621064.00,0.02,101089.00,-88904.00,-12064.00,-44079.00,-58299.00,50.70
10/10/2012,1353000.00,1360000.00,1325000.00,1325000.00,▼,-47000.00,-3.43,260023.00,348688.00,0.02,47104.00,-32187.00,-23129.00,-34724.00,-39474.00,50.71
10/9/2012,1363000.00,1381000.00,1363000.00,1372000.00,▼,-1000.00,-0.07,176068.00,242169.00,0.02,-23779.00,10550.00,11059.00,-1953.00,48085.00,50.72
10/8/2012,1375000.00,1379000.00,1360000.00,1373000.00,▲,3000.00,0.22,240919.00,330193.00,0.02,-31707.00,7193.00,25516.00,-14587.00,363.00,50.71
10/5/2012,1387000.00,1390000.00,1352000.00,1370000.00,▲,3000.00,0.22,357080.00,488418.00,0.02,-26675.00,18306.00,5694.00,22009.00,-7056.00,50.70
10/4/2012,1351000.00,1373000.00,1339000.00,1367000.00,▼,-2000.00,-0.15,383480.00,520781.00,0.03,-14979.00,-1768.00,16520.00,29609.00,2287.00,50.69
10/2/2012,1354000.00,1371000.00,1352000.00,1369000.00,▲,23000.00,1.71,267729.00,365461.00,0.03,-56848.00,-5683.00,67334.00,60014.00,19663.00,50.68
9/28/2012,1359000.00,1360000.00,1339000.00,1346000.00,▲,8000.00,0.60,358509.00,484026.00,0.03,-44322.00,-47172.00,94664.00,79505.00,16285.00,50.64
9/27/2012,1327000.00,1342000.00,1323000.00,1338000.00,▲,13000.00,0.98,291061.00,389039.00,0.03,-39369.00,29193.00,15964.00,9066.00,27650.00,50.57
9/26/2012,1313000.00,1325000.00,1306000.00,1325000.00,▼,-2000.00,-0.15,241197.00,317887.00,0.03,-4594.00,-14738.00,19558.00,25915.00,-35695.00,50.56
9/25/2012,1310000.00,1334000.00,1310000.00,1327000.00, ,0.00,0.00,227443.00,301531.00,0.03,-28697.00,22260.00,6856.00,9219.00,-7042.00,50.55
9/24/2012,1300000.00,1328000.00,1292000.00,1327000.00,▲,25000.00,1.92,264015.00,346851.00,0.03,-44884.00,7743.00,37194.00,57059.00,-32148.00,50.54
9/21/2012,1300000.00,1307000.00,1295000.00,1302000.00,▲,15000.00,1.17,298374.00,388582.00,0.03,-25247.00,-712.00,27432.00,32066.00,24394.00,50.52
9/20/2012,1293000.00,1305000.00,1284000.00,1287000.00,▼,-27000.00,-2.05,284488.00,367408.00,0.03,33139.00,-47552.00,17265.00,12543.00,7129.00,50.50
9/19/2012,1306000.00,1323000.00,1298000.00,1314000.00,▼,-1000.00,-0.08,242946.00,318439.00,0.03,-6654.00,363.00,7673.00,12071.00,44726.00,50.49
9/18/2012,1314000.00,1336000.00,1308000.00,1315000.00, ,0.00,0.00,224940.00,297051.00,0.03,-3035.00,-19663.00,27926.00,18017.00,21733.00,50.48
9/17/2012,1336000.00,1336000.00,1312000.00,1315000.00,▼,-21000.00,-1.57,298200.00,393943.00,0.05,6661.00,-71937.00,54755.00,19695.00,-21773.00,50.46
9/14/2012,1330000.00,1339000.00,1327000.00,1336000.00,▲,35000.00,2.69,498718.00,665032.00,0.05,-142098.00,-2646.00,150499.00,138655.00,184622.00,50.43
9/13/2012,1299000.00,1305000.00,1281000.00,1301000.00,▲,7000.00,0.54,390332.00,506351.00,0.05,-62308.00,3763.00,74181.00,89414.00,-18633.00,50.32
9/12/2012,1268000.00,1295000.00,1259000.00,1294000.00,▲,38000.00,3.03,370250.00,474287.00,0.05,-121558.00,51728.00,85603.00,67659.00,72816.00,50.27
9/11/2012,1240000.00,1265000.00,1232000.00,1256000.00,▲,6000.00,0.48,198608.00,248519.00,0.05,-17211.00,-14976.00,30505.00,31911.00,-5949.00,50.21
9/10/2012,1260000.00,1264000.00,1250000.00,1250000.00, ,0.00,0.00,318481.00,400946.00,0.06,-58731.00,-37726.00,93749.00,81959.00,31567.00,50.19
9/7/2012,1230000.00,1251000.00,1220000.00,1250000.00,▲,54000.00,4.52,510922.00,633743.00,0.06,-179384.00,-3306.00,184789.00,182754.00,17085.00,50.13
9/6/2012,1200000.00,1203000.00,1193000.00,1196000.00,▲,7000.00,0.59,247977.00,297372.00,0.05,2912.00,14684.00,-19800.00,-310.00,42076.00,50.00
9/5/2012,1205000.00,1212000.00,1189000.00,1189000.00,▼,-29000.00,-2.38,349101.00,418417.00,0.05,92443.00,-81062.00,-15873.00,-36730.00,-73283.00,50.02
9/4/2012,1219000.00,1228000.00,1210000.00,1218000.00, ,0.00,0.00,198954.00,242482.00,0.06,-5904.00,-4129.00,13731.00,15053.00,-12995.00,50.03
9/3/2012,1220000.00,1235000.00,1201000.00,1218000.00,▼,-15000.00,-1.22,278537.00,338901.00,0.06,7490.00,-5207.00,-2813.00,-2589.00,-2187.00,50.02
8/31/2012,1211000.00,1234000.00,1207000.00,1233000.00,▲,18000.00,1.48,407358.00,497570.00,0.06,16807.00,-2138.00,-20020.00,-30084.00,7859.00,50.02
8/30/2012,1228000.00,1229000.00,1202000.00,1215000.00,▼,-15000.00,-1.22,324636.00,394081.00,0.07,27483.00,-16749.00,-19157.00,-243.00,-80006.00,50.04
8/29/2012,1209000.00,1235000.00,1207000.00,1230000.00,▲,35000.00,2.93,469517.00,572725.00,0.07,-41650.00,31056.00,11344.00,-19306.00,39157.00,50.05
8/28/2012,1186000.00,1209000.00,1180000.00,1195000.00,▲,15000.00,1.27,558503.00,668109.00,0.05,16729.00,-27231.00,7993.00,-8430.00,-2176.00,50.04
8/27/2012,1189000.00,1203000.00,1173000.00,1180000.00,▼,-95000.00,-7.45,1277983.00,1515715.00,0.05,170565.00,-285247.00,141823.00,120975.00,68669.00,50.04
8/24/2012,1270000.00,1287000.00,1264000.00,1275000.00,▼,-12000.00,-0.93,282921.00,360448.00,0.05,1902.00,63147.00,-61025.00,-27548.00,-25866.00,49.94
8/23/2012,1261000.00,1287000.00,1249000.00,1287000.00,▲,23000.00,1.82,277600.00,352602.00,0.05,-9191.00,-11338.00,17333.00,13806.00,61395.00,49.98
8/22/2012,1269000.00,1281000.00,1257000.00,1264000.00,▼,-18000.00,-1.40,321554.00,406976.00,0.05,57538.00,-12181.00,-50064.00,-58833.00,47860.00,49.97
8/21/2012,1292000.00,1302000.00,1282000.00,1282000.00,▼,-1000.00,-0.08,307047.00,397214.00,0.04,-8979.00,-1017.00,20502.00,-75.00,92663.00,50.00
8/20/2012,1270000.00,1283000.00,1255000.00,1283000.00,▼,-12000.00,-0.93,399820.00,508868.00,0.03,64391.00,23408.00,-88602.00,-104737.00,90839.00,49.99
8/17/2012,1344000.00,1345000.00,1286000.00,1295000.00,▼,-50000.00,-3.72,554025.00,721447.00,0.04,83238.00,-17434.00,-48917.00,-49243.00,84987.00,50.05
8/16/2012,1354000.00,1355000.00,1338000.00,1345000.00, ,0.00,0.00,296891.00,399563.00,0.03,-18107.00,-4525.00,23827.00,40135.00,47131.00,50.08
8/14/2012,1326000.00,1350000.00,1326000.00,1345000.00,▲,20000.00,1.51,289928.00,387760.00,0.02,-26392.00,-21651.00,55249.00,37294.00,150464.00,50.07
8/13/2012,1342000.00,1347000.00,1323000.00,1325000.00,▼,-23000.00,-1.71,197976.00,263034.00,0.03,-572.00,-22108.00,26845.00,20235.00,48700.00,50.03
8/10/2012,1335000.00,1348000.00,1330000.00,1348000.00,▲,8000.00,0.60,294895.00,395441.00,0.04,-49176.00,-72783.00,125413.00,99919.00,139322.00,50.01
8/9/2012,1321000.00,1348000.00,1318000.00,1340000.00,▲,20000.00,1.52,612875.00,818462.00,0.04,-153816.00,-77934.00,243709.00,95972.00,284169.00,49.92
8/8/2012,1306000.00,1328000.00,1301000.00,1320000.00,▲,26000.00,2.01,389471.00,513970.00,0.04,-115514.00,-25640.00,162581.00,76724.00,146850.00,49.76
8/7/2012,1303000.00,1304000.00,1284000.00,1294000.00,▼,-4000.00,-0.31,205823.00,266433.00,0.04,-7012.00,-8537.00,16939.00,24831.00,1603.00,49.65
8/6/2012,1285000.00,1305000.00,1282000.00,1298000.00,▲,55000.00,4.42,246024.00,318484.00,0.04,-66746.00,17784.00,51627.00,51404.00,29482.00,49.64
8/3/2012,1240000.00,1267000.00,1238000.00,1243000.00,▼,-20000.00,-1.58,312338.00,391305.00,0.03,22704.00,-18804.00,-7092.00,-6163.00,28323.00,49.60
8/2/2012,1300000.00,1304000.00,1261000.00,1263000.00,▼,-37000.00,-2.85,320335.00,409158.00,0.03,22926.00,2475.00,-26884.00,-16246.00,-3337.00,49.61
8/1/2012,1292000.00,1315000.00,1283000.00,1300000.00,▼,-9000.00,-0.69,381803.00,494957.00,0.04,-30002.00,12223.00,18442.00,15272.00,51588.00,49.63
7/31/2012,1280000.00,1334000.00,1275000.00,1309000.00,▲,34000.00,2.67,676303.00,884555.00,0.05,-195170.00,-19510.00,226657.00,193111.00,85198.00,49.61
7/30/2012,1260000.00,1278000.00,1251000.00,1275000.00,▲,42000.00,3.41,382995.00,485596.00,0.06,-133185.00,-18694.00,154866.00,99321.00,-18106.00,49.46
7/27/2012,1195000.00,1233000.00,1191000.00,1233000.00,▲,61000.00,5.20,534352.00,649534.00,0.07,-226952.00,-18449.00,252330.00,197843.00,113406.00,49.35
7/26/2012,1169000.00,1174000.00,1160000.00,1172000.00,▲,14000.00,1.21,273339.00,319282.00,0.07,-26223.00,-16714.00,37164.00,73469.00,-20859.00,49.18
7/25/2012,1153000.00,1172000.00,1139000.00,1158000.00,▼,-12000.00,-1.03,273353.00,315285.00,0.07,-16369.00,16873.00,-4419.00,-13515.00,25362.00,49.16
7/24/2012,1165000.00,1175000.00,1159000.00,1170000.00,▲,8000.00,0.69,292532.00,341759.00,0.06,-19344.00,27012.00,-13448.00,3774.00,33786.00,49.16
7/23/2012,1165000.00,1170000.00,1155000.00,1162000.00,▼,-29000.00,-2.43,258087.00,299545.00,0.08,41237.00,-4440.00,-31012.00,-38434.00,-7098.00,49.17
7/20/2012,1202000.00,1203000.00,1191000.00,1191000.00,▼,-4000.00,-0.33,240244.00,287638.00,0.08,-44950.00,-61337.00,105844.00,89960.00,-6919.00,49.19
7/19/2012,1180000.00,1202000.00,1172000.00,1195000.00,▲,41000.00,3.55,497504.00,593343.00,0.08,-173647.00,128399.00,55889.00,64509.00,82555.00,49.12
7/18/2012,1179000.00,1185000.00,1138000.00,1154000.00,▼,-14000.00,-1.20,292655.00,341206.00,0.10,-13020.00,-26816.00,40665.00,24296.00,-10414.00,49.08
7/17/2012,1148000.00,1178000.00,1136000.00,1168000.00,▲,16000.00,1.39,317913.00,369924.00,0.10,-94755.00,33854.00,61870.00,43114.00,-11886.00,49.05
7/16/2012,1145000.00,1155000.00,1133000.00,1152000.00,▲,13000.00,1.14,305730.00,349937.00,0.12,-50992.00,36083.00,3088.00,21571.00,-22334.00,49.01
7/13/2012,1096000.00,1144000.00,1091000.00,1139000.00,▲,48000.00,4.40,542252.00,608257.00,0.11,-112851.00,122537.00,-17802.00,15709.00,-6672.00,49.01
7/12/2012,1121000.00,1126000.00,1091000.00,1091000.00,▼,-27000.00,-2.42,500103.00,552686.00,0.10,117498.00,7453.00,-110324.00,-127711.00,-92874.00,49.02
7/11/2012,1129000.00,1133000.00,1108000.00,1118000.00,▼,-9000.00,-0.80,361358.00,403435.00,0.09,65741.00,40124.00,-113575.00,-111073.00,-16305.00,49.10
7/10/2012,1135000.00,1142000.00,1121000.00,1127000.00,▲,1000.00,0.09,355742.00,400918.00,0.08,71259.00,23182.00,-95203.00,-97926.00,3138.00,49.17
7/9/2012,1135000.00,1138000.00,1126000.00,1126000.00,▼,-35000.00,-3.01,426705.00,482220.00,0.08,133806.00,22025.00,-177154.00,-176246.00,7782.00,49.24
7/6/2012,1194000.00,1194000.00,1153000.00,1161000.00,▼,-24000.00,-2.03,423970.00,494869.00,0.08,105465.00,-39293.00,-54338.00,-61835.00,7473.00,49.36
7/5/2012,1187000.00,1194000.00,1177000.00,1185000.00,▼,-6000.00,-0.50,181784.00,215381.00,0.08,15144.00,14222.00,-3872.00,-23216.00,-21824.00,49.40
7/4/2012,1182000.00,1197000.00,1178000.00,1191000.00,▲,16000.00,1.36,383678.00,454753.00,0.08,-30089.00,81665.00,-18551.00,-20917.00,11950.00,49.40
7/3/2012,1182000.00,1193000.00,1170000.00,1175000.00,▲,1000.00,0.09,316380.00,372774.00,0.08,-5799.00,1035.00,-5540.00,7586.00,40300.00,49.41
7/2/2012,1208000.00,1209000.00,1171000.00,1174000.00,▼,-27000.00,-2.25,383135.00,453284.00,0.08,44444.00,-33064.00,-6406.00,3001.00,-36717.00,49.41
